text,expected_entities,anonymized_text,detected_entities,sensitivity_level
"Email de Durand Gaillard S.A.R.L. :
Objet : Facture #74060
Bonjour Auguste Ferrand, votre paiement par carte VISA 16 digit terminée par 7396 a été enregistré le 2025-05-24.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> S.A.R.L. :
Objet : Facture #74060
<PERSON>, votre paiement par carte VISA 16 digit terminée par 7396 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN']","['moyen', 'moyen', 'faible', 'faible']"
"Email de Vincent S.A.S. :
Objet : Facture #382805
Bonjour Arthur Seguin, votre paiement par carte American Express terminée par 7017 a été enregistré le 2025-05-09.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<PHONE_NUMBER>
<PERSON>, votre paiement par carte American Express terminée par 7017 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'PHONE_NUMBER', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'moyen', 'faible', 'faible']"
"Document d'identité :
- Nom : Christiane Martin
- CIN : HE45313
- Date de naissance : 23/10/1918
- Adresse : 3, rue Juliette Blondel, 40614 Royer-les-Bains","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 3, rue Juliette Blondel, 40614 Royer-les-Bains","['DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE', 'IN_PAN']","['faible', 'moyen', 'faible', 'faible']"
"Transaction #245090:
- Client : Lucas Dufour
- Montant : 7494 MAD
- Destinataire : IBAN FR0792610180433685874453054
- Date : 2025-05-05","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 7494 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Contrat de location :
- Locataire : Astrid Carlier
- CIN : RJ38275
- Téléphone : +212620985867
- Adresse : 3, avenue de Gomez, 03504 Sainte Hortenseboeuf
- Email : fischermichelle@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 3, avenue de Gomez, <DATE_TIME> Sainte Hortenseboeuf
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'DATE_TIME', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Transaction #240297:
- Client : Aimée du Loiseau
- Montant : 5295 MAD
- Destinataire : IBAN FR0739847866873462947079818
- Date : 2025-01-13","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON>
- Montant : 5295 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Email de Legendre Delahaye SARL :
Objet : Facture #224519
Bonjour Colette Guillou, votre paiement par carte JCB 16 digit terminée par 1377 a été enregistré le 2025-05-02.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte JCB 16 digit terminée par <DATE_TIME> a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Transaction #861713:
- Client : Auguste Gilbert
- Montant : 9133 MAD
- Destinataire : IBAN FR0727612455327003643476698
- Date : 2025-02-26","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 9133 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Contrat de location :
- Locataire : Thibaut Petit
- CIN : EG09672
- Téléphone : +212613826498
- Adresse : 89, chemin Alix Lecoq, 10876 Peron-sur-Mer
- Email : guerinines@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- Locataire : Thibaut Petit
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 89, chemin <PERSON>, <DATE_TIME> Peron-sur-Mer
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'DATE_TIME', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Transaction #399903:
- Client : Suzanne Ribeiro
- Montant : 6979 MAD
- Destinataire : IBAN FR3294975455810838999356838
- Date : 2025-03-29","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<PHONE_NUMBER>:
- Client : <PERSON> : 6979 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'PHONE_NUMBER', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'moyen', 'faible']"
"Transaction #418089:
- Client : Jacques Salmon
- Montant : 6611 MAD
- Destinataire : IBAN FR5540494078656002895439551
- Date : 2025-04-07","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 6611 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Document d'identité :
- Nom : Roland Dupont
- CIN : FK18050
- Date de naissance : 12/03/2016
- Adresse : 616, rue de Masse, 97362 Berger","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 616, rue de Masse, <PERSON>","['DATE_TIME', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible']"
"Email de Roy :
Objet : Facture #238785
Bonjour Bertrand du Collin, votre paiement par carte VISA 13 digit terminée par 8539 a été enregistré le 2025-05-19.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
Bonjour Bertrand du Collin, votre paiement par carte VISA 13 digit terminée par 8539 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible']"
"Transaction #566517:
- Client : Noémi Mace
- Montant : 8592 MAD
- Destinataire : IBAN FR3490844615311826819216404
- Date : 2025-04-24","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON>
- Montant : 8592 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Email de Raynaud :
Objet : Facture #353346
Bonjour Marcel-Augustin Dumont, votre paiement par carte Maestro terminée par 1592 a été enregistré le 2025-05-09.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<LOCATION>, votre paiement par carte Maestro terminée par 1592 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'LOCATION', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible', 'faible']"
"Contrat de location :
- Locataire : Marguerite Didier-Besnard
- CIN : TI34967
- Téléphone : +212698695090
- Adresse : 97, rue Alexandre Legros, 55419 Saint Sylvie
- Email : antoine40@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- Locataire : <PERSON> : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 97, rue <PERSON>, <DATE_TIME> Saint Sylvie
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'DATE_TIME', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'IN_PAN', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'moyen', 'faible', 'faible', 'faible', 'faible', 'faible']"
"Email de Gimenez :
Objet : Facture #133952
Bonjour Margaret Pereira, votre paiement par carte JCB 16 digit terminée par 1214 a été enregistré le 2025-05-03.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte JCB 16 digit terminée par 1214 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Email de Jean :
Objet : Facture #50269
Bonjour Monique Hubert de la Noël, votre paiement par carte JCB 15 digit terminée par 2100 a été enregistré le 2025-05-20.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #50269
<PERSON>, votre paiement par carte JCB 15 digit terminée par 2100 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN']","['moyen', 'moyen', 'faible', 'faible']"
"Document d'identité :
- Nom : Pierre de Rodrigues
- CIN : PE03675
- Date de naissance : 12/01/1928
- Adresse : 1, chemin de Bazin, 07477 Rousset-sur-Maillet","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 1, chemin de Bazin, 07477 Rousset-sur-Maillet","['DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible']"
"Contrat de location :
- Locataire : Véronique Albert de la Bonnin
- CIN : KA46151
- Téléphone : +212671918416
- Adresse : 14, rue Sanchez, 76388 Chevalier
- Email : madeleine26@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- Locataire : Véronique Albert de la Bonnin
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 14, rue <PERSON>, 76388 Chevalier
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Email de Da Silva Leroux et Fils :
Objet : Facture #621484
Bonjour Geneviève Texier, votre paiement par carte VISA 19 digit terminée par 5472 a été enregistré le 2025-05-12.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte VISA 19 digit terminée par 5472 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Timothée Torres
- CIN : HM09355
- Date de naissance : 20/03/1965
- Adresse : chemin de Lecoq, 25105 Dupuis","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : chemin <PERSON>, 25105 Dupuis","['DATE_TIME', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible']"
"Contrat de location :
- Locataire : Nathalie Renault
- CIN : DP06992
- Téléphone : +212614249961
- Adresse : 264, rue Henri Schneider, 21610 Saint Susan
- Email : marchalcecile@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 264, <LOCATION>, 21610 Saint <PERSON> : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'LOCATION', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Gilbert Reynaud
- CIN : TF88568
- Date de naissance : 28/07/1978
- Adresse : 243, chemin Anne Laine, 39565 Mahenec","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 243, chemin <PERSON>, 39565 <PERSON>","['DATE_TIME', 'PERSON', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'moyen', 'faible']"
"Document d'identité :
- Nom : Cécile Fernandes
- CIN : DJ48307
- Date de naissance : 07/11/1965
- Adresse : 215, chemin Vaillant, 59103 Mauryboeuf","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 215, chemin Vaillant, 59103 <LOCATION>","['DATE_TIME', 'PERSON', 'LOCATION', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible', 'faible']"
"Email de François :
Objet : Facture #39704
Bonjour Patricia Bigot-Coulon, votre paiement par carte JCB 15 digit terminée par 4952 a été enregistré le 2025-05-22.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #39704
Bonjour Patricia Bigot-Coulon, votre paiement par carte JCB 15 digit terminée par 4952 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'DATE_TIME', 'IN_PAN']","['moyen', 'faible', 'faible']"
"Contrat de location :
- Locataire : Arthur Martin
- CIN : LU85768
- Téléphone : +212682879345
- Adresse : 33, boulevard Catherine Samson, 52930 Perret
- Email : rperrin@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON> : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 33, boulevard <PERSON>, <DATE_TIME> <PERSON> : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PERSON', 'DATE_TIME', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'faible', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Contrat de location :
- Locataire : Arthur Ruiz
- CIN : PQ23400
- Téléphone : +212614252223
- Adresse : 365, rue Louis Pierre, 33955 DufourBourg
- Email : augervalerie@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON> : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 365, rue <PERSON>, 33955 DufourBourg
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Aurélie Blin
- CIN : SW95078
- Date de naissance : 05/12/1957
- Adresse : 11, chemin Gérard Gérard, 14823 Laporte","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 11, chemin <PERSON>, 14823 Laporte","['DATE_TIME', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible']"
"Document d'identité :
- Nom : Suzanne Martel du Lopes
- CIN : LA71055
- Date de naissance : 05/03/1964
- Adresse : 10, rue de Huet, 60653 Poulain","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 10, rue de Huet, <DATE_TIME> Poulain","['DATE_TIME', 'PERSON', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible', 'faible']"
"Contrat de location :
- Locataire : Marcel Seguin
- CIN : XI83714
- Téléphone : +212638930417
- Adresse : 8, avenue de Petit, 19603 Richard-sur-Bertrand
- Email : rivierejuliette@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 8, avenue de Petit, <DATE_TIME> <PERSON>
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'DATE_TIME', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Transaction #334211:
- Client : Cécile-Madeleine Ruiz
- Montant : 5108 MAD
- Destinataire : IBAN FR8988115729637212865765832
- Date : 2025-03-22","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <NRP><IN_PAN> Ruiz
- Montant : 5108 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'NRP', 'IN_PAN', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Joséphine Grondin-Giraud
- CIN : DO97901
- Date de naissance : 30/05/1957
- Adresse : 657, chemin de Pascal, 17608 Durand","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 657, chemin de Pascal, <DATE_TIME> <PERSON>","['DATE_TIME', 'PERSON', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible', 'moyen', 'faible']"
"Transaction #932142:
- Client : Anouk Carpentier
- Montant : 758 MAD
- Destinataire : IBAN FR7123055961529563370511048
- Date : 2025-01-26","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 758 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'IN_PAN', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible', 'faible']"
"Contrat de location :
- Locataire : Luce Mathieu de la Lucas
- CIN : AS60464
- Téléphone : +212614918747
- Adresse : rue Renée Samson, 71967 Besson-la-Forêt
- Email : boutinanouk@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : <PERSON>, 71967 Besson-la-Forêt
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Email de Goncalves SA :
Objet : Facture #12353
Bonjour Alex Faivre, votre paiement par carte VISA 19 digit terminée par 4977 a été enregistré le 2025-05-15.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #12353
Bonjour Alex Faivre, votre paiement par carte VISA 19 digit terminée par 4977 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'DATE_TIME', 'IN_PAN']","['moyen', 'faible', 'faible']"
"Email de Jourdan SA :
Objet : Facture #75180
Bonjour Émilie Grondin, votre paiement par carte Maestro terminée par 4157 a été enregistré le 2025-05-04.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #75180
Bonjour <PERSON>, votre paiement par carte Maestro terminée par 4157 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN']","['moyen', 'moyen', 'faible', 'faible']"
"Document d'identité :
- Nom : Nathalie Brun
- CIN : KM29166
- Date de naissance : 28/11/1985
- Adresse : boulevard de Bruneau, 22777 Baron","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : boulevard de Bruneau, 22777 Baron","['DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible']"
"Document d'identité :
- Nom : Monique Delattre
- CIN : TF48500
- Date de naissance : 22/10/2004
- Adresse : 12, rue Marin, 23411 Rémy","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 12, rue Marin, 23411 Rémy","['DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible']"
"Document d'identité :
- Nom : Thérèse Petit-Diallo
- CIN : LW89400
- Date de naissance : 12/02/1925
- Adresse : 29, avenue de Simon, 15462 Caron","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : Thérèse Petit-Diallo
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 29, avenue de Simon, 15462 Caron","['DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'faible']"
"Transaction #53656:
- Client : Virginie Vasseur Le Valette
- Montant : 3392 MAD
- Destinataire : IBAN FR2165544700161725459025247
- Date : 2025-02-14","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #53656:
- Client : <PERSON> : 3392 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON']","['élevé', 'faible', 'moyen']"
"Email de Giraud :
Objet : Facture #299342
Bonjour Roland Wagner, votre paiement par carte VISA 19 digit terminée par 6771 a été enregistré le 2025-05-05.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte VISA 19 digit terminée par 6771 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Transaction #453774:
- Client : Thibault Evrard
- Montant : 9855 MAD
- Destinataire : IBAN FR0388356267077872918137149
- Date : 2025-01-12","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 9855 MAD
- Destinataire : <LOCATION> : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'LOCATION', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible', 'faible']"
"Email de Pruvost :
Objet : Facture #5816
Bonjour Gabriel Pereira, votre paiement par carte Mastercard terminée par 3247 a été enregistré le 2025-05-10.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #5816
<PERSON>, votre paiement par carte <IN_PAN> terminée par 3247 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'IN_PAN']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Email de Godard :
Objet : Facture #928498
Bonjour Patricia Imbert, votre paiement par carte Diners Club / Carte Blanche terminée par 0463 a été enregistré le 2025-05-13.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte Diners Club / Carte Blanche terminée par 0463 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Contrat de location :
- Locataire : Caroline Hardy
- CIN : XS22391
- Téléphone : +212664022797
- Adresse : 46, chemin Blot, 21132 Cousin
- Email : itanguy@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- Locataire : <PERSON> : <PERSON> : <PHONE_NUMBER>
- Adresse : 46, chemin Blot, <DATE_TIME> Cousin
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'DATE_TIME', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Transaction #756777:
- Client : Martin Chevalier
- Montant : 9778 MAD
- Destinataire : IBAN FR5404259823362105865288125
- Date : 2025-01-09","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 9778 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
